student_id,entry_term,college,major,stem,first_gen,pell_eligible,works_20plus_hrs,hs_gpa,fall25_credits_attempted,fall25_credits_earned,fall25_gpa,gateway_math_grade,lms_logins_first4wks,advising_visits_ay25,spring26_gpa,cumulative_gpa,retained_fall26,class_level_fall26
LU25418,Fall 2025,Business,Marketing,0,0,0,0,3.46,12,12,3.28,B,23,0,,3.28,0,Not enrolled
LU25419,Fall 2025,Arts & Sciences,Psychology,0,1,0,0,3.19,15,15,3.07,,85,1,2.53,2.8,1,Sophomore
LU25420,Fall 2025,Engineering,Mechanical Engineering,1,0,0,0,3.99,14,14,3.13,C,88,1,2.88,3.0,1,Sophomore
LU25421,Fall 2025,Nursing & Health,Public Health,0,1,1,0,3.53,15,15,2.85,,62,2,3.35,3.1,1,Sophomore
LU25422,Fall 2025,Arts & Sciences,Biology,1,0,1,1,3.78,17,17,2.89,A,115,3,2.88,2.88,1,Sophomore
LU25423,Fall 2025,Nursing & Health,Nursing,1,0,0,0,2.96,12,12,3.18,B,97,1,3.38,3.28,0,Not enrolled
LU25424,Fall 2025,Arts & Sciences,Psychology,0,0,0,1,3.41,16,16,3.15,,115,5,3.11,3.13,1,Sophomore
LU25425,Fall 2025,Undeclared,Undeclared,0,1,0,0,3.07,15,15,3.18,,101,0,3.07,3.12,1,Sophomore
LU25426,Fall 2025,Engineering,Electrical Engineering,1,1,1,0,3.47,15,15,3.54,C,59,2,3.36,3.45,1,Sophomore
LU25427,Fall 2025,Engineering,Civil Engineering,1,0,0,0,3.53,14,14,3.85,A,69,1,3.49,3.67,1,Sophomore
LU25428,Fall 2025,Nursing & Health,Nursing,1,0,0,0,3.31,16,16,1.95,F,49,2,,1.95,0,Not enrolled
LU25429,Fall 2025,Engineering,Electrical Engineering,1,0,0,0,3.16,12,12,3.21,B,107,0,3.15,3.18,1,Sophomore
LU25430,Fall 2025,Nursing & Health,Nursing,1,0,0,1,3.91,12,12,3.28,C,116,1,3.24,3.26,1,Sophomore
LU25431,Fall 2025,Arts & Sciences,Chemistry,1,0,0,1,3.78,15,15,2.3,C,76,0,2.2,2.25,0,Not enrolled
LU25432,Fall 2025,Business,Finance,0,1,0,1,2.8,15,12,1.98,W,72,4,2.08,2.03,0,Not enrolled
LU25433,Fall 2025,Engineering,Computer Science,1,0,0,0,3.55,14,14,2.57,B,101,1,2.13,2.35,1,Sophomore
LU25434,Fall 2025,Education,Secondary Education,0,1,0,1,3.74,12,12,2.8,,92,2,2.33,2.57,1,Sophomore
LU25435,Fall 2025,Arts & Sciences,English,0,1,0,0,3.36,16,16,2.27,,68,1,2.04,2.15,1,Sophomore
LU25436,Fall 2025,Engineering,Electrical Engineering,1,0,0,0,3.61,15,15,3.71,A,133,2,4.0,3.86,1,Sophomore
LU25437,Fall 2025,Business,Management,0,0,0,0,2.94,15,15,3.05,D,80,0,2.97,3.01,1,Sophomore
LU25438,Fall 2025,Engineering,Civil Engineering,1,0,0,1,3.41,15,15,2.44,W,51,1,,2.44,0,Not enrolled
LU25439,Fall 2025,Arts & Sciences,Political Science,0,1,0,0,3.72,15,15,3.14,,96,1,3.11,3.13,1,Sophomore
LU25440,Fall 2025,Business,Management,0,0,0,1,3.23,16,13,1.91,D,52,4,,1.91,0,Not enrolled
LU25441,Fall 2025,Arts & Sciences,Political Science,0,0,0,1,3.77,13,13,3.81,A,103,1,3.47,3.64,1,Sophomore
LU25442,Fall 2025,Arts & Sciences,English,0,1,1,1,4.0,13,13,3.71,,94,0,4.0,3.85,1,Sophomore
LU25443,Fall 2025,Education,Elementary Education,0,0,0,0,3.55,15,15,3.83,,136,0,4.0,3.92,1,Sophomore
LU25444,Fall 2025,Arts & Sciences,Chemistry,1,0,1,1,3.61,15,15,2.52,C,88,0,2.36,2.44,1,Sophomore
LU25445,Fall 2025,Engineering,Mechanical Engineering,1,1,0,1,3.15,15,12,1.53,W,44,2,1.76,1.64,0,Not enrolled
LU25446,Fall 2025,Nursing & Health,Public Health,0,1,0,0,3.45,15,15,2.74,,89,1,2.24,2.49,0,Not enrolled
LU25447,Fall 2025,Business,Management,0,0,0,0,2.87,15,15,3.1,B,74,2,3.05,3.07,1,Sophomore
LU25448,Fall 2025,Engineering,Electrical Engineering,1,0,0,1,3.61,15,15,3.47,A,134,1,3.5,3.48,1,Sophomore
LU25449,Fall 2025,Nursing & Health,Public Health,0,0,0,1,2.66,15,11,2.03,,79,2,1.65,1.84,0,Not enrolled
LU25450,Fall 2025,Engineering,Computer Science,1,0,0,1,3.21,17,17,2.39,,80,1,,2.39,0,Not enrolled
LU25451,Fall 2025,Business,Finance,0,0,1,1,3.3,15,15,2.14,C,81,1,2.26,2.2,0,Not enrolled
LU25452,Fall 2025,Nursing & Health,Kinesiology,1,1,0,0,4.0,13,13,3.8,A,117,2,3.89,3.84,1,Sophomore
LU25453,Fall 2025,Business,Management,0,0,0,0,3.19,17,17,2.64,C,84,1,2.3,2.47,1,Sophomore
LU25454,Fall 2025,Business,Marketing,0,0,0,0,3.52,16,16,2.58,,78,1,2.78,2.68,1,Sophomore
LU25455,Fall 2025,Engineering,Civil Engineering,1,0,0,0,4.0,15,15,3.87,A,87,0,3.99,3.93,1,Sophomore
LU25456,Fall 2025,Engineering,Civil Engineering,1,0,0,1,2.64,15,15,2.68,,35,3,3.19,2.93,1,Sophomore
LU25457,Fall 2025,Engineering,Civil Engineering,1,1,1,1,3.64,13,13,4.0,A,90,0,4.0,4.0,1,Sophomore
LU25458,Fall 2025,Nursing & Health,Kinesiology,1,1,1,1,3.43,15,15,2.82,B,54,1,2.67,2.75,1,Sophomore
LU25459,Fall 2025,Engineering,Civil Engineering,1,0,0,1,3.5,14,14,3.14,A,67,5,3.52,3.33,1,Sophomore
LU25460,Fall 2025,Engineering,Civil Engineering,1,0,0,1,3.82,16,16,3.48,,105,3,3.0,3.24,1,Sophomore
LU25461,Fall 2025,Nursing & Health,Nursing,1,0,1,1,3.42,13,13,3.48,B,90,1,2.49,2.98,0,Not enrolled
LU25462,Fall 2025,Engineering,Mechanical Engineering,1,0,1,0,3.63,17,17,3.24,,106,1,3.69,3.46,1,Sophomore
LU25463,Fall 2025,Arts & Sciences,Biology,1,0,0,0,3.17,16,16,3.55,B,132,1,3.13,3.34,1,Sophomore
LU25464,Fall 2025,Nursing & Health,Nursing,1,1,1,1,3.13,15,15,2.18,,45,1,2.16,2.17,1,Sophomore
LU25465,Fall 2025,Engineering,Mechanical Engineering,1,1,0,0,3.79,16,16,2.31,F,144,0,2.0,2.16,1,Sophomore
LU25466,Fall 2025,Nursing & Health,Nursing,1,0,0,1,3.02,12,3,0.68,F,66,3,1.19,0.93,0,Not enrolled
LU25467,Fall 2025,Nursing & Health,Nursing,1,0,0,0,3.24,16,16,2.86,W,114,2,3.07,2.97,1,Sophomore
LU25468,Fall 2025,Engineering,Computer Science,1,0,1,0,3.6,12,12,3.26,,92,1,3.62,3.44,1,Sophomore
LU25469,Fall 2025,Business,Management,0,0,0,0,3.48,16,16,3.47,,101,0,3.33,3.4,1,Sophomore
LU25470,Fall 2025,Arts & Sciences,Psychology,0,1,0,1,3.72,15,15,3.05,,63,2,3.49,3.27,1,Sophomore
LU25471,Fall 2025,Engineering,Mechanical Engineering,1,1,1,1,3.18,14,14,3.03,B,57,1,2.89,2.96,1,Sophomore
LU25472,Fall 2025,Education,Elementary Education,0,0,1,0,3.5,15,15,2.25,F,116,2,2.08,2.17,1,Sophomore
LU25473,Fall 2025,Business,Accounting,0,1,1,1,3.53,14,14,2.8,B,5,3,2.53,2.67,1,Sophomore
LU25474,Fall 2025,Engineering,Civil Engineering,1,1,0,0,2.96,13,13,2.52,,34,1,2.8,2.66,1,Sophomore
LU25475,Fall 2025,Business,Finance,0,0,1,0,3.34,15,15,2.08,F,94,1,1.55,1.81,1,Sophomore
LU25476,Fall 2025,Business,Management,0,0,0,1,3.57,15,15,3.01,B,87,3,,3.01,0,Not enrolled
LU25477,Fall 2025,Business,Accounting,0,0,1,1,3.48,15,15,2.98,B,20,1,3.39,3.19,1,Sophomore
LU25478,Fall 2025,Engineering,Mechanical Engineering,1,1,1,1,3.62,12,12,2.27,C,73,0,2.38,2.33,1,Sophomore
LU25479,Fall 2025,Arts & Sciences,Mathematics,1,1,0,0,3.59,15,15,2.52,,81,1,2.26,2.39,1,Sophomore
LU25480,Fall 2025,Arts & Sciences,Political Science,0,0,1,0,3.54,14,14,1.63,D,87,4,2.3,1.96,1,Sophomore
LU25481,Fall 2025,Arts & Sciences,Chemistry,1,0,0,1,3.55,14,14,3.71,C,56,1,3.21,3.46,1,Sophomore
LU25482,Fall 2025,Engineering,Computer Science,1,1,1,1,3.27,15,15,2.42,D,64,0,1.73,2.08,1,Sophomore
LU25483,Fall 2025,Undeclared,Undeclared,0,0,0,0,2.91,13,7,0.89,W,52,2,1.47,1.18,0,Not enrolled
LU25484,Fall 2025,Arts & Sciences,Political Science,0,0,0,0,3.3,16,16,4.0,,83,0,3.82,3.91,1,Sophomore
LU25485,Fall 2025,Engineering,Electrical Engineering,1,1,0,0,3.5,15,15,2.56,C,81,3,2.77,2.67,1,Sophomore
LU25486,Fall 2025,Arts & Sciences,Biology,1,1,1,1,2.96,15,15,1.79,,56,8,1.73,1.76,1,Sophomore
LU25487,Fall 2025,Business,Accounting,0,0,0,0,3.42,13,13,3.17,B,109,2,3.18,3.18,1,Sophomore
LU25488,Fall 2025,Undeclared,Undeclared,0,0,0,1,3.46,15,15,1.81,,17,2,1.7,1.75,1,Sophomore
LU25489,Fall 2025,Education,Secondary Education,0,0,0,0,3.14,13,13,3.08,,105,4,3.15,3.11,1,Sophomore
LU25490,Fall 2025,Arts & Sciences,Mathematics,1,0,0,0,3.45,12,12,2.96,,45,1,2.36,2.66,1,Sophomore
LU25491,Fall 2025,Arts & Sciences,Chemistry,1,1,1,1,3.14,14,14,2.33,C,32,4,2.14,2.23,1,Sophomore
LU25492,Fall 2025,Education,Elementary Education,0,1,0,0,3.35,15,15,3.07,,63,2,3.0,3.03,1,Sophomore
LU25493,Fall 2025,Engineering,Civil Engineering,1,1,0,1,3.41,14,14,2.29,C,73,0,1.46,1.88,0,Not enrolled
LU25494,Fall 2025,Business,Marketing,0,0,0,0,3.73,12,12,4.0,B,191,2,3.88,3.94,1,Sophomore
LU25495,Fall 2025,Arts & Sciences,Economics,0,1,1,0,3.21,16,16,2.41,D,105,1,2.76,2.58,1,Sophomore
LU25496,Fall 2025,Education,Elementary Education,0,0,1,0,3.64,13,13,2.47,D,102,2,2.26,2.36,1,Sophomore
LU25497,Fall 2025,Arts & Sciences,Mathematics,1,1,0,0,3.79,12,12,3.15,C,119,1,3.22,3.19,1,Sophomore
LU25498,Fall 2025,Engineering,Electrical Engineering,1,0,0,0,2.84,16,16,2.28,W,113,4,2.27,2.28,1,Sophomore
LU25499,Fall 2025,Arts & Sciences,Biology,1,0,0,0,3.43,15,15,3.67,C,118,1,3.51,3.59,1,Sophomore
LU25500,Fall 2025,Engineering,Mechanical Engineering,1,0,0,0,3.27,13,13,2.76,,135,2,2.36,2.56,1,Sophomore
LU25501,Fall 2025,Nursing & Health,Public Health,0,0,0,1,3.82,15,15,3.94,A,119,5,3.47,3.7,1,Sophomore
LU25502,Fall 2025,Nursing & Health,Nursing,1,0,1,1,3.02,17,14,2.18,F,52,1,1.63,1.91,1,Sophomore
LU25503,Fall 2025,Engineering,Civil Engineering,1,0,0,0,3.36,16,16,2.72,,138,4,2.48,2.6,1,Sophomore
LU25504,Fall 2025,Nursing & Health,Nursing,1,1,0,0,3.43,17,17,2.49,B,79,2,2.32,2.41,1,Sophomore
LU25505,Fall 2025,Engineering,Civil Engineering,1,0,1,1,3.91,15,15,2.29,C,51,0,1.75,2.02,1,Sophomore
LU25506,Fall 2025,Arts & Sciences,Biology,1,0,0,1,3.06,14,11,1.61,D,70,0,1.77,1.69,0,Not enrolled
LU25507,Fall 2025,Engineering,Electrical Engineering,1,0,0,0,3.26,14,14,2.42,,58,1,2.27,2.34,1,Sophomore
LU25508,Fall 2025,Arts & Sciences,English,0,0,0,0,3.48,16,16,4.0,,116,3,4.0,4.0,1,Sophomore
LU25509,Fall 2025,Arts & Sciences,English,0,1,1,1,3.4,17,17,3.24,,72,2,3.19,3.22,1,Sophomore
LU25510,Fall 2025,Business,Marketing,0,0,0,0,3.76,16,16,4.0,A,89,1,4.0,4.0,1,Sophomore
LU25511,Fall 2025,Nursing & Health,Kinesiology,1,0,0,1,3.39,13,13,2.41,B,85,1,2.68,2.55,1,Sophomore
LU25512,Fall 2025,Arts & Sciences,Political Science,0,0,0,0,3.5,16,16,2.41,C,107,2,1.91,2.16,1,Sophomore
LU25513,Fall 2025,Nursing & Health,Kinesiology,1,0,0,0,3.76,15,15,3.19,C,80,1,3.17,3.18,1,Sophomore
LU25514,Fall 2025,Nursing & Health,Public Health,0,0,1,1,2.86,14,14,1.28,,87,1,1.32,1.3,1,Sophomore
LU25515,Fall 2025,Engineering,Civil Engineering,1,1,0,1,3.11,15,15,2.41,F,82,0,1.93,2.17,1,Sophomore
LU25516,Fall 2025,Arts & Sciences,English,0,0,0,0,4.0,14,14,4.0,A,65,0,4.0,4.0,1,Sophomore
LU25517,Fall 2025,Business,Marketing,0,1,0,0,3.28,17,17,2.57,,150,3,2.67,2.62,1,Sophomore
LU25518,Fall 2025,Arts & Sciences,Economics,0,0,0,0,4.0,13,13,3.21,B,86,0,3.19,3.2,1,Sophomore
LU25519,Fall 2025,Business,Accounting,0,1,1,1,3.53,15,15,3.51,,23,0,3.27,3.39,1,Sophomore
LU25520,Fall 2025,Arts & Sciences,Political Science,0,0,0,0,3.89,14,14,3.19,C,73,1,2.7,2.94,1,Sophomore
LU25521,Fall 2025,Business,Management,0,0,0,1,2.68,14,10,1.99,W,75,2,2.52,2.26,1,Freshman
LU25522,Fall 2025,Arts & Sciences,Political Science,0,1,0,0,3.23,15,8,1.88,C,91,4,1.81,1.85,1,Freshman
LU25523,Fall 2025,Engineering,Computer Science,1,0,1,1,3.52,12,9,1.99,W,86,3,1.94,1.96,1,Freshman
LU25524,Fall 2025,Engineering,Electrical Engineering,1,0,1,1,3.38,15,15,2.46,C,100,1,2.13,2.29,1,Sophomore
LU25525,Fall 2025,Business,Management,0,0,0,1,3.68,16,16,3.51,C,120,1,3.3,3.4,1,Sophomore
LU25526,Fall 2025,Arts & Sciences,English,0,1,0,0,3.33,15,15,3.84,A,52,0,3.77,3.8,1,Sophomore
LU25527,Fall 2025,Undeclared,Undeclared,0,0,0,1,3.51,14,14,2.94,,80,1,3.6,3.27,1,Sophomore
LU25528,Fall 2025,Arts & Sciences,Mathematics,1,0,0,0,2.6,14,14,1.6,D,116,3,1.6,1.6,1,Sophomore
LU25529,Fall 2025,Arts & Sciences,Political Science,0,1,1,1,3.63,14,14,3.53,,85,0,3.35,3.44,1,Sophomore
LU25530,Fall 2025,Arts & Sciences,Mathematics,1,1,0,0,3.99,16,16,3.35,,62,2,3.88,3.61,1,Sophomore
LU25531,Fall 2025,Arts & Sciences,Political Science,0,0,0,0,3.84,16,16,3.05,,105,0,2.95,3.0,1,Sophomore
LU25532,Fall 2025,Engineering,Mechanical Engineering,1,0,0,1,3.75,16,16,3.91,B,86,0,3.21,3.56,1,Sophomore
LU25533,Fall 2025,Nursing & Health,Kinesiology,1,0,0,0,3.37,16,16,2.39,,109,0,2.48,2.43,1,Sophomore
LU25534,Fall 2025,Business,Marketing,0,1,0,1,3.64,14,14,2.43,C,61,2,,2.43,0,Not enrolled
LU25535,Fall 2025,Arts & Sciences,Political Science,0,1,0,0,3.33,15,15,2.74,,44,0,2.88,2.81,1,Sophomore
LU25536,Fall 2025,Arts & Sciences,Psychology,0,0,0,1,3.95,15,15,2.52,A,16,1,3.18,2.85,1,Sophomore
LU25537,Fall 2025,Arts & Sciences,Chemistry,1,0,1,1,3.52,16,16,1.59,F,93,3,0.96,1.28,0,Not enrolled
LU25538,Fall 2025,Nursing & Health,Public Health,0,0,1,0,2.79,15,12,2.2,,33,1,1.22,1.71,0,Not enrolled
LU25539,Fall 2025,Engineering,Mechanical Engineering,1,1,0,0,3.9,15,15,4.0,A,60,1,3.55,3.78,1,Sophomore
LU25540,Fall 2025,Education,Secondary Education,0,1,0,0,3.62,14,14,3.17,B,84,0,3.51,3.34,1,Sophomore
LU25541,Fall 2025,Business,Management,0,1,1,1,3.46,12,12,2.76,C,45,2,2.42,2.59,0,Not enrolled
LU25542,Fall 2025,Business,Finance,0,1,0,0,3.67,15,15,2.04,C,67,2,1.95,2.0,1,Sophomore
LU25543,Fall 2025,Nursing & Health,Public Health,0,0,0,1,3.64,13,9,1.57,,125,4,2.19,1.88,1,Freshman
LU25544,Fall 2025,Nursing & Health,Public Health,0,1,0,0,3.3,16,16,3.33,B,57,1,3.88,3.6,1,Sophomore
LU25545,Fall 2025,Arts & Sciences,Mathematics,1,1,0,0,3.96,17,17,3.79,A,96,0,4.0,3.89,1,Sophomore
LU25546,Fall 2025,Arts & Sciences,Political Science,0,0,1,0,3.19,16,16,2.39,C,90,0,3.02,2.71,1,Sophomore
LU25547,Fall 2025,Engineering,Computer Science,1,0,0,1,3.69,14,14,2.84,C,101,0,2.94,2.89,1,Sophomore
LU25548,Fall 2025,Engineering,Electrical Engineering,1,0,1,1,3.03,16,16,3.38,B,97,0,3.22,3.3,1,Sophomore
LU25549,Fall 2025,Arts & Sciences,Psychology,0,0,0,0,3.57,15,15,3.09,,52,0,2.2,2.64,0,Not enrolled
LU25550,Fall 2025,Engineering,Mechanical Engineering,1,0,0,0,3.39,15,15,2.76,A,125,3,3.26,3.01,1,Sophomore
LU25551,Fall 2025,Business,Finance,0,1,1,0,3.21,16,16,3.31,C,141,0,3.91,3.61,1,Sophomore
LU25552,Fall 2025,Arts & Sciences,Psychology,0,0,1,0,3.46,15,15,3.56,A,97,0,3.68,3.62,1,Sophomore
LU25553,Fall 2025,Arts & Sciences,Economics,0,0,0,1,4.0,13,13,2.8,B,50,1,3.27,3.03,1,Sophomore
LU25554,Fall 2025,Arts & Sciences,Biology,1,1,1,0,3.53,14,14,3.45,B,118,2,3.54,3.49,1,Sophomore
LU25555,Fall 2025,Arts & Sciences,Political Science,0,0,0,0,3.88,16,16,2.96,C,109,1,2.62,2.79,1,Sophomore
LU25556,Fall 2025,Undeclared,Undeclared,0,1,1,0,3.8,14,14,4.0,B,140,1,4.0,4.0,1,Sophomore
LU25557,Fall 2025,Arts & Sciences,Political Science,0,1,1,0,3.25,12,12,3.31,,101,1,3.61,3.46,1,Sophomore
LU25558,Fall 2025,Arts & Sciences,Economics,0,0,1,1,3.68,12,12,2.96,,72,1,2.69,2.83,0,Not enrolled
LU25559,Fall 2025,Arts & Sciences,Biology,1,0,0,0,2.82,14,14,3.04,B,61,1,3.3,3.17,1,Sophomore
LU25560,Fall 2025,Engineering,Computer Science,1,1,0,1,3.7,13,13,2.3,C,55,0,2.13,2.22,1,Sophomore
LU25561,Fall 2025,Arts & Sciences,Psychology,0,0,0,1,4.0,15,8,2.15,,114,3,2.64,2.4,1,Freshman
LU25562,Fall 2025,Engineering,Civil Engineering,1,1,1,1,3.44,12,12,2.24,W,63,2,2.3,2.27,0,Not enrolled
LU25563,Fall 2025,Arts & Sciences,Chemistry,1,0,0,0,3.35,15,15,3.45,A,99,0,4.0,3.72,1,Sophomore
LU25564,Fall 2025,Arts & Sciences,Mathematics,1,0,1,0,3.46,14,14,2.58,,90,4,2.53,2.56,1,Sophomore
LU25565,Fall 2025,Nursing & Health,Nursing,1,0,0,0,3.21,12,12,3.04,C,53,1,3.12,3.08,1,Sophomore
LU25566,Fall 2025,Arts & Sciences,Mathematics,1,0,0,1,2.99,16,16,3.06,,81,3,3.15,3.11,1,Sophomore
LU25567,Fall 2025,Business,Management,0,0,0,0,2.97,15,15,3.05,B,121,2,3.38,3.22,1,Sophomore
LU25568,Fall 2025,Engineering,Civil Engineering,1,0,0,0,3.04,15,12,1.86,,61,2,1.71,1.79,1,Sophomore
LU25569,Fall 2025,Engineering,Mechanical Engineering,1,1,0,0,2.61,15,15,1.76,D,81,4,2.24,2.0,1,Sophomore
LU25570,Fall 2025,Nursing & Health,Kinesiology,1,1,0,0,3.66,15,15,3.87,B,105,0,3.8,3.84,1,Sophomore
LU25571,Fall 2025,Arts & Sciences,English,0,1,0,0,3.89,15,15,3.76,,59,0,3.27,3.52,1,Sophomore
LU25572,Fall 2025,Education,Elementary Education,0,0,0,0,3.33,13,13,3.0,,153,1,2.95,2.98,1,Sophomore
LU25573,Fall 2025,Education,Secondary Education,0,1,0,1,3.76,14,14,2.25,,39,2,1.95,2.1,1,Sophomore
LU25574,Fall 2025,Business,Management,0,0,0,0,3.06,14,14,2.73,C,107,1,2.85,2.79,1,Sophomore
LU25575,Fall 2025,Arts & Sciences,Psychology,0,1,0,1,3.81,15,15,3.45,,102,4,4.0,3.73,1,Sophomore
LU25576,Fall 2025,Business,Management,0,1,0,0,3.69,16,16,2.94,B,34,1,2.78,2.86,1,Sophomore
LU25577,Fall 2025,Business,Management,0,0,1,0,3.61,12,12,3.01,B,148,4,3.42,3.22,1,Sophomore
LU25578,Fall 2025,Nursing & Health,Public Health,0,0,0,0,3.69,15,15,4.0,,121,0,3.82,3.91,1,Sophomore
LU25579,Fall 2025,Arts & Sciences,English,0,0,0,0,3.66,16,13,1.74,,94,1,1.72,1.73,1,Sophomore
LU25580,Fall 2025,Undeclared,Undeclared,0,0,0,0,2.77,16,16,2.33,,124,1,2.17,2.25,1,Sophomore
LU25581,Fall 2025,Education,Secondary Education,0,0,1,1,2.83,15,15,3.53,B,76,1,3.43,3.48,1,Sophomore
LU25582,Fall 2025,Arts & Sciences,Mathematics,1,1,1,1,3.83,16,16,2.72,C,93,1,2.82,2.77,1,Sophomore
LU25583,Fall 2025,Arts & Sciences,Economics,0,1,1,0,4.0,15,15,2.59,,64,1,3.03,2.81,1,Sophomore
LU25584,Fall 2025,Arts & Sciences,Psychology,0,1,0,0,3.63,14,14,3.47,,90,3,3.66,3.57,0,Not enrolled
LU25585,Fall 2025,Nursing & Health,Kinesiology,1,0,0,0,3.63,15,15,3.63,B,95,0,3.51,3.57,1,Sophomore
LU25586,Fall 2025,Education,Elementary Education,0,0,0,0,3.75,15,15,3.42,B,103,0,3.57,3.49,1,Sophomore
LU25587,Fall 2025,Undeclared,Undeclared,0,0,0,0,4.0,16,16,4.0,A,100,2,3.58,3.79,1,Sophomore
LU25588,Fall 2025,Business,Finance,0,1,1,1,3.07,16,16,1.91,D,48,4,,1.91,0,Not enrolled
LU25589,Fall 2025,Business,Accounting,0,0,1,1,3.53,16,16,3.05,C,116,0,3.84,3.45,1,Sophomore
LU25590,Fall 2025,Business,Finance,0,1,1,0,3.91,13,13,3.13,B,133,1,2.9,3.01,1,Sophomore
LU25591,Fall 2025,Business,Marketing,0,1,0,0,2.97,15,15,2.86,C,79,2,2.8,2.83,1,Sophomore
LU25592,Fall 2025,Undeclared,Undeclared,0,1,0,0,3.05,15,12,1.53,,36,0,1.21,1.37,0,Not enrolled
LU25593,Fall 2025,Business,Accounting,0,0,0,0,3.9,16,16,3.74,B,103,1,3.61,3.68,1,Sophomore
LU25594,Fall 2025,Arts & Sciences,Mathematics,1,0,0,1,3.16,13,13,1.87,F,143,0,1.21,1.54,1,Sophomore
LU25595,Fall 2025,Engineering,Computer Science,1,1,1,0,2.86,14,14,2.45,F,124,6,2.71,2.58,1,Sophomore
LU25596,Fall 2025,Arts & Sciences,Psychology,0,1,0,1,4.0,12,12,3.37,,90,3,3.46,3.42,1,Sophomore
LU25597,Fall 2025,Nursing & Health,Public Health,0,0,0,1,3.04,12,12,1.41,,56,4,1.39,1.4,0,Not enrolled
LU25598,Fall 2025,Business,Finance,0,0,1,1,3.2,13,13,2.82,C,79,3,3.47,3.15,1,Sophomore
LU25599,Fall 2025,Engineering,Electrical Engineering,1,0,0,1,2.88,14,10,1.92,,82,0,1.72,1.82,1,Freshman
LU25600,Fall 2025,Nursing & Health,Kinesiology,1,0,1,1,3.0,14,10,2.02,C,72,2,1.66,1.84,0,Not enrolled
LU25601,Fall 2025,Nursing & Health,Nursing,1,0,0,0,4.0,14,14,3.23,C,88,2,3.12,3.18,1,Sophomore
LU25602,Fall 2025,Arts & Sciences,Chemistry,1,0,0,0,3.12,15,15,2.84,C,98,0,3.31,3.08,1,Sophomore
LU25603,Fall 2025,Arts & Sciences,Economics,0,0,1,1,3.67,17,17,2.64,C,18,0,,2.64,0,Not enrolled
LU25604,Fall 2025,Arts & Sciences,English,0,0,0,1,3.28,16,16,3.18,,30,2,4.0,3.59,1,Sophomore
LU25605,Fall 2025,Arts & Sciences,Economics,0,1,0,0,3.89,15,15,3.07,,122,1,2.54,2.81,1,Sophomore
LU25606,Fall 2025,Arts & Sciences,Mathematics,1,0,0,1,4.0,15,15,2.29,W,99,1,2.22,2.26,1,Sophomore
LU25607,Fall 2025,Engineering,Mechanical Engineering,1,0,1,0,3.92,14,14,3.79,A,150,0,3.58,3.69,1,Sophomore
LU25608,Fall 2025,Education,Elementary Education,0,0,0,0,2.93,12,12,3.17,C,135,0,3.1,3.14,1,Sophomore
LU25609,Fall 2025,Arts & Sciences,Mathematics,1,0,0,1,3.02,15,15,3.11,B,75,1,3.34,3.23,1,Sophomore
LU25610,Fall 2025,Education,Secondary Education,0,0,0,1,3.2,14,14,2.58,C,111,1,2.74,2.66,1,Sophomore
LU25611,Fall 2025,Business,Management,0,1,0,0,3.3,16,16,2.68,,86,1,2.63,2.66,1,Sophomore
LU25612,Fall 2025,Nursing & Health,Public Health,0,1,0,0,3.39,12,12,2.97,,114,0,2.83,2.9,1,Sophomore
LU25613,Fall 2025,Engineering,Mechanical Engineering,1,1,1,0,3.48,16,16,3.38,B,104,0,3.76,3.57,1,Sophomore
LU25614,Fall 2025,Arts & Sciences,Political Science,0,0,1,1,3.66,17,17,4.0,,102,2,3.72,3.86,1,Sophomore
LU25615,Fall 2025,Nursing & Health,Kinesiology,1,0,1,0,3.6,17,17,2.06,C,47,3,2.03,2.05,1,Sophomore
LU25616,Fall 2025,Arts & Sciences,Mathematics,1,0,0,0,3.24,12,12,2.84,C,53,1,2.81,2.83,1,Sophomore
LU25617,Fall 2025,Arts & Sciences,Chemistry,1,0,0,1,2.72,15,15,3.47,A,63,2,3.28,3.37,1,Sophomore
LU25618,Fall 2025,Nursing & Health,Public Health,0,1,1,0,3.24,17,17,2.55,C,80,1,3.22,2.88,1,Sophomore
LU25619,Fall 2025,Business,Finance,0,0,0,0,2.65,14,5,1.19,W,77,3,,1.19,0,Not enrolled
LU25620,Fall 2025,Arts & Sciences,English,0,0,0,1,3.53,16,16,2.97,B,60,1,3.07,3.02,1,Sophomore
LU25621,Fall 2025,Arts & Sciences,Economics,0,0,0,0,3.52,15,15,2.91,B,97,1,3.4,3.16,1,Sophomore
LU25622,Fall 2025,Education,Elementary Education,0,0,0,0,3.52,15,15,4.0,B,105,2,4.0,4.0,1,Sophomore
LU25623,Fall 2025,Arts & Sciences,English,0,0,0,1,3.36,16,16,3.03,,71,1,2.85,2.94,1,Sophomore
LU25624,Fall 2025,Business,Accounting,0,1,1,0,3.26,15,15,2.88,B,114,1,3.35,3.12,1,Sophomore
LU25625,Fall 2025,Arts & Sciences,Chemistry,1,1,0,1,3.75,14,14,2.61,B,144,1,2.87,2.74,1,Sophomore
LU25626,Fall 2025,Nursing & Health,Public Health,0,0,1,0,2.73,13,13,2.41,,47,0,2.4,2.41,1,Sophomore
LU25627,Fall 2025,Arts & Sciences,Mathematics,1,0,0,0,2.99,16,13,2.1,D,173,3,2.61,2.35,1,Sophomore
